"""News"" if validated",Affected sq km,Affected,Annual DFO #,Began,Damage $ (USD),Main Flood Cause,Country,Damage (USD),Date Began,Dead,Detailed Locations,Displaced,Duration in Days,Ended,Glide #,Latitude of Centroid Y,Longitude of Centroid X,M>4,M>6,Magnitude (M)**,Main cause,Nations,Notes and Comments,Number of Records,Other,Register #,Severity *,Total annual floods M>4,Total annual floods M>6,Total floods M>4,Total floods M>6,Validation (post event #3503)
,4904.87,,167,11/12/2008,,Heavy Rain,Italy,,11/12/2008,0,Rome,0,5,15/12/2008,0,19.6228,-155.457,1,0,4.389597506,Heavy Rain,,"Dec. 17:""""The water was like a rushing river, and it took my home on Wai'anae Valley Road off its foundation,"" she said...The American Red Cross' Hawaii Chapter said yesterday that among the more than 200 homes damaged by floods on O'ahu, three dozen were severely damaged or destroyed. State civil defense said at least 47 homes or other structures suffered major losses, with a preliminary damage estimate of $1.6 million.""",1,0,3419,1,159,54,2910,822,0
,5423.64,,166,01/12/2008,,Heavy Rain,Malaysia,,01/12/2008,0,Kelantan,2000,8,08/12/2008,0,41.8299,13.1575,1,0,4.637380842,Heavy Rain,,"Dec. 14:""Rome has declared a state of emergency after two weeks of heavy rain.Dozens of people have been left stranded in their homes and cars, rescued by whatever vehicles can make it through.The level of the River Tiber has risen by five metres in two days and emergency services have been using boats to take people away. Built in 200BC and once the site of a major battle, the famous Milvio Bridge is coming close to being submerged by the forces of nature. Hundreds of sandbags are being filled to protect buildings and homes.",1,0,3418,1,158,54,2909,822,0
,58097.15,,165,20/11/2008,,Heavy Rain,Thailand,,20/11/2008,21,"Narathiwat, Surat Thani, Songkhla, Yala, Phatthalung, Trang, Chumporn, Nakornsrithammarat and Pattani Provinces",200000,21,10/12/2008,0,4.93715,101.823,1,1,6.387404119,Heavy Rain,,"Dec. 3 :""Only the areas near Sungai Golok in Rantau Panjang and Tumpat have a large number of evacuees because the water level in the river is still above the danger level of 9.91 metres, although it had receded slowly compared to the level this morning which was 10 metres,”",1,0,3417,2,157,54,2908,822,0
,15654.67,,164,01/12/2008,,Heavy Rain,Philippines,,01/12/2008,18,"Southern Luzon, eastern coast of the main islands of Luzon and Mindanao",50000,10,10/12/2008,0,7.55485,100.112,1,0,5.495673913,Heavy Rain,,"Dec. 15: "" Flooding in the South has led to 27,562 cases of waterborne disease in the past 25 days, the Public Health Ministry said yesterday.Some 242 mobile medical units had assisted flood victims in Chumphon, Surat Thani, Trang, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Yala and Narathiwat from November 19 to December 14. ""Hong Kong foot"" accounted for the largest proportion of patients, at 39 per cent, followed by flu at 32 per cent, while 1,900 people suffered severe stress and insomnia"". Dec. 8: ""Nine southern Thai provinces have been hit by downpours, leading to 21 deaths and affecting some 200,000 households or 700,000 people. More than 200,000 people are still displaced and unable to return home in the disaster zones, according to the Thai Disaster Prevention and Mitigation Department...The affected areas include Narathiwat, Surat Thani, Songkhla, Yala, Phatthalung, Trang, Chumporn, Nakornsrithammarat and Pattani Provinces. While the situation in Chumporn, Surat Thani and Trang has begun to improve, the other six provinces are still of concern, with many roads and bridges blocked and people in some disaster areas having to travel by boat"" Dec. 3: ""Yala province on Tuesday announced the temporary closure of 18 schools in Raman district and a school in the provincial seat as floodwaters had not yet receded due to continuous heavy rain since Sunday. A police station in Raman district was also flooded by water as much as one metre deep. Damage was initially estimated at about Bt2 million, while an estimated ten thousand local residents in three Yala districts were reportedly affected.In nearby Narathiwat, the water level of the Sungai Kolok, Sai Buri and Bang Nara rivers, reached critical level, overflew the banks and inundated 13 districts, forcing 12 schools to close. Nov. 29: "" At least 21 people have died in floods which continue to ravage many lower southern provinces.The death toll is one in Phatthalung, five in Surat Thani, 14 in Nakhon Si Thammarat and one in Pattani"".",1,0,3416,2,156,53,2907,821,0
,24107.57,,163,01/12/2008,,High Tides,Italy,,01/12/2008,0,Venice,0,4,04/12/2008,0,17.2041,121.769,1,0,5.285243423,High Tides,,"Dec. 8:""  The death toll from flooding in various parts of Luzon and Mindanao has risen to 18, the National Disaster Coordinating Council (NDCC) said Monday. NDCC said the 18 fatalities included four in Camarines Norte, seven in Cagayan, four in Isabela, and three in Aurora province.At least three were reported injured in Camarines Norte, while seven persons remain missing, including three in Isabela and four in Camarines Norte.The NDCC also said the floods had affected 92,879 families or 444,788 persons in 844 villages in 51 towns.Some 26,929 houses were damaged in Cagayan, Isabela, AUrora, Quezon and Camarines Norte. Of these, 459 were totally destroyed, it noted. Estimated cost of damage were placed at P709.585 million, including P396.541 million to infrastructure and P313.044 million to agriculture."" Dec. 4: ""Twenty-nine people are dead or missing and around 50,000 have been left homeless as widespread flooding hit the eastern seaboard of the Philippines...Heavy monsoon rains this week flooded 48 towns and cities on the eastern coast of the main islands of Luzon and Mindanao, bringing misery to more than 400,000 people"".Dec 2.:""The Provincial Disaster Coordinating Council here reported 13 persons missing as of Monday afternoon due to the floods that hit seven of the 12 towns of Camarines Norte when rains continuously poured on Monday....Earlier in the day, the PDCC reported five persons missing and 1,093 families displaced by floods.The Philippine National Police, however, has placed the number of families displaced and relocated at the evacuation centers at 2,211.""",1,0,3415,2,155,53,2906,821,0
,2219.9,,163,26/11/2008,,Heavy Rain,Costa Rica,,26/11/2008,7,"San Juan, Boca de San Carlos y Sarapiki rivers in the department of San Juan, Nicaragua.",46000,3,28/11/2008,0,45.0242,12.188,1,0,4.124484662,Heavy Rain,,"Dec 3.: ""Strong southern winds pushed the Adriatic Sea into Venice again yesterday, submerging parts of the lagoon city a day after an unusually high tide caused the worst flooding in 20 years.Yesterday's tidal surge peaked at 3ft 4in, well below Monday's",1,0,3414,2,154,53,2905,821,0
,30824.19,,162,22/11/2008,,Tropical Cyclone,Sri Lanka,,22/11/2008,61,"Northern Sri Lanka, northern Jaffna peninsula and the Kilinochchi and Mullaitivu districts, Tamil Nidal and Puducherry in India",171000,13,04/12/2008,FL-2008-000239-NIC,8.57029,80.7993,1,0,5.903865021,Tropical Cyclone,,"Dec. 3: ""The Kilinochchi ,LTTE tigers adminstrative capital still under flooded sitation.The northeast monsoon is Active heavily this week never before, this caused flooding many areas, Muddying and slow down troops logistics Movements and advancement to tiger’s Heart Kilinochchi...Despite the heavy monsoon rain brave Sri Lankan Troops are still engaging in the final battle against the LTTE with a high Moral....Pro LTTE site claimed that Sri Lankan Air Force droped Cluster Bombs."" Nov.30.:"" Floods caused by days of heavy rains killed at least seven people, left four soldiers missing and displaced tens of thousands in insurgency-ravaged northern Sri Lanka...the northern Jaffna peninsula and the Kilinochchi and Mullaitivu districts were inundated and nearly 8,000 houses have been destroyed...Seven people were confirmed dead and more than 88,000 were displaced in the north alone...The military said four soldiers stationed in Jaffna were missing after being caught in the flooding. Hundreds of thousands of people in the northern region had already been displaced by fighting between government troops and separatist Tamil Tiger rebels and are living in temporary huts. An additional 10,000 people have become homeless because of the floods in the rest of Sri Lanka"".",1,0,3413,2,153,53,2904,821,0
,103384.49,,161,22/11/2008,,Heavy Rain,Brazil,,22/11/2008,117,"Santa Catarina State, Itajai River and others",80000,12,03/12/2008,TC-2008-000237-LKA,-25.0669,-49.3407,1,1,6.394666631,Heavy Rain,,"Dec. 3: "" Brazil is committed to quickly repairing key ports damaged in massive floods in order to recoup millions of dollars in daily losses to the economy...The floods, which have claimed at least 116 lives in the southern Santa Catarina region, severely damaged the major Itajai port, which has lost more than $400 million in revenue since the flooding began last month...those losses grow by $35 million a day. Ships have been forced to dock in ports hundreds of miles (kilometers) away in neighboring states."" Nov 30th, 2008: ""Rescue workers took advantage of clear skies Sunday to resume searching for victims of devastating floods that have killed 114 people and ravaged more than a dozen cities in southern Brazil...Heavy rains subsided, allowing authorities to continue looking for 19 people thought to be missing across Santa Catarina state and to boost aid to some 80,000 people whom floods have driven from their homes in the past week.Bad weather had grounded air force helicopters on Saturday, slowing rescue efforts. Rains are forecast to resume in coming days, increasing the risk of mudslides...""Nov. 24.: The death toll from flooding and landslides caused by heavy rains in southern Brazil has increased to 33...The count of deaths from the weekend devastation rose from 20 reported on Sunday as civil defense officials receive updated information...Nearly 20,000 people have been forced from their homes, and access was cut off to four towns where residents have no electricity....Rescue efforts were focusing on the Itajai River valley, where waters were 9 meters (30 feet) above normal.Santa Catarina state Gov. Luiz Henrique da Silveira declared a state of emergency"" ""The rain-fueled flooding in southern Brazil affected 1.5 million residents and cut off four cities -- Rio dos Cedros, Pomerode, Itapoá and Benedito Novo -- from the rest of the nation.""",1,0,3412,2,152,53,2903,821,0
,61388.9,,160,20/11/2008,,Heavy Rain,Venezuela,,20/11/2008,0,0,0,4,23/11/2008,FL-2008-000234-BRA,9.77453,-66.4042,1,0,5.390149843,Heavy Rain,,"""Nov. 22.: Heavy rains unleashed flooding and mudslides in Venezuela that killed at least eight people, including four children, The victims following Thursday's downpours included two girls, 9 and 11, who died in a mudslide that hit a poor Caracas neighborhood. They were among at least four killed in the capital...Officials in other parts of the country reported at least four more victims, including a 10-year-old boy and a pregnant 17-year-old who were buried by a landslide in western Zulia state. The rains flooded streets, toppled trees and set off torrents of water and earth that damaged homes and hindered rescue crews in some areas.The storm damaged 300 families' homes in the western state of Trujillo.""",1,0,3411,1,151,52,2902,820,0
,105549.84,,159,20/11/2008,,Dam Failure,Australia,,20/11/2008,21,Queensland,1200,4,23/11/2008,0,-21.5562,147.033,1,0,5.625517571,"Dam Break, Heavy Rain",,"Nov. 23:""A dam burst in Australia's Queensland state on Sunday after days of heavy rain and up to four people were believed missing in floodwaters...""There are reports of people missing....The bursting of the Bedford dam, near the town of Blackwater in the state's central highlands, reportedly sent thousands of gigalitres of water rushing downstream....It follows days of bad weather in the northeastern state. Police have advised the public to avoid the area. """,1,0,3410,1,150,52,2901,820,0
,21766.04,,158,18/11/2008,,Heavy Rain,Philippines,,18/11/2008,6,Nothern Philippines,30000,7,24/11/2008,0,17.9542,121.351,1,0,5.182877463,Heavy Rain,,"Nov. 23:""Six people have died and thousands became homeless due to floods in the northern Philippines. Heavy rains over the past one week have led to flooding in 18 towns and about 200 villages in the provinces of Isabela and Cagayan in northern Luzon island. According to reports, more than 30,000 families were displaced and ready crops were damaged by these floods. Rescue operation has been started in the affected areas and social workers are shifting the affected people to safer places"". Nov. 22: ""Five days of heave rains have flooded 40 of the 91 villages in a northern Philippine town near Ilagan, capital of Isabela province, with more towns and villages in foreseeable danger as a local dam is on the verge of releasing water...The police forces and disaster relief agents have joined the local government in the rescue operation, using motorized rubber boats to save residents trapped in deep water...The water level at the nearby Magat Dam reservoir is approaching the 192-meter critical line. Once the dam releases excess water, more Isabela towns are expected to be flooded.."".Nov. 23: ""At least two people were reported to have drowned while some 147,990 residents were affected by flash floods that hit northern and Central Luzon in the past week. The National Disaster Coordinating Council (NDCC) also said at least P42.905 million in damage to agriculture in Cagayan province alone was recorded""",1,0,3409,1,149,52,2900,820,0
,36155.63,,157,17/11/2008,,Tropical Storm,Vietnam,,17/11/2008,21,Central Viet  Nam,1200,4,20/11/2008,FF-2008-000233-PHL,15.7039,107.711,1,0,5.160235925,Tropical Storm Noul,,"Nov. 19:""Heavy rains from a storm in central Vietnam have killed nine people, including three children, bringing the toll since late last week to 21, although the flood levels have peaked...Disaster reports from six central provinces hit by the storm that landed on Monday (local time) said more than 5,000 hectares of rice paddy had been destroyed...Several hundred families in Binh Dinh province were forced to flee their homes because of floods, while landslides from heavy rains had blocked traffic in mountainous areas in Quang Ngai province...Tropical Storm Noul, the 10th tracked by the South East Asian country this year, did not cause damage on the scale predicted by the Government """,1,0,3408,1,148,52,2899,820,0
,35294.06,,156,17/11/2008,,Heavy Rain,Cuba,,17/11/2008,0,"Eastern Cuba, Jamaica, Grenada",20000,4,20/11/2008,TC-2008-000229-VNM,20.6944,-76.1709,1,0,5.325852870,Heavy Rain,,"Nov. 19:""Heavy rains caused a river in eastern Cuba to overflow its banks, flooding highways and more than 2,000 homes, and leading authorities to evacuate nearly 20,000 people...Severe flooding was also reported in the neighboring Caribbean islands of Grenada and Jamaica. There were no immediate reports of deaths on any of the three islands. The flooding was especially pronounced in Cuba's eastern province of Holguin, where heavy rains caused the Rio Grande river to overflow...Rainfall of more than six inches over five days caused floods and landslides that wiped out at least one roadway on the island of Grenada""",1,0,3407,1.5,147,52,2898,820,0
,183486.6,,155,19/11/2008,,Torrential Rain,Australia,,19/11/2008,0,"Northeastern Australia, Queensland, Brisbane",100,2,20/11/2008,TF-2008-000230-CUB,-30.0472,151.493,1,0,5.740725608,Torrential Rain,,"Nov. 20:""A storm centred around Brisbane on Australia's east coast has caused the worst flooding in decades, sweeping one woman to her death in a car and cutting power to 800 homes....The violent storm saw almost 200mm (8in) of rain in a few hours in Brisbane, the capital of Queensland, and surrounding towns. Strong winds battered coastal areas in the south-east corner of the state. Most floodwaters had subsided by late in the day but more heavy rain is forecast for coming days.""",1,0,3406,1.5,146,52,2897,820,0
,76453.89,,154,12/11/2008,,Heavy Rain,South Africa,,12/11/2008,0,"The Cape, Keisie River, Touws River",100,6,17/11/2008,0,-33.0119,20.9035,1,0,5.661550838,Heavy Rain,,"Nov. 16:""The resort town of Montagu has been hard hit by the floods, with holiday homes in the hot-springs area washed into the river and the town cut in half...Floodwaters raged down the Keisie River, stranding tourists and washing away 23 holiday chalets and two villas at Montagu Springs Holiday Resort...Twenty people, including two babies, had to be evacuated before dawn on Thursday as the chalets began slipping into the river....In the town proper, the flooded Keisie River divided the community in half....About 900 people in Montagu West were cut off from all transport and left without sewerage or water on Wednesday night after a bridge was washed away'. Nov. 15.: ""The Cape was all but cut off from the rest of South Africa on Friday morning after flooding closed the N1 and a number of other key routes, leaving the N2 as the only remaining artery linking it to the country's economic heart...The N1 was closed in the worst flooding since 1981 in Touws River and this morning trucking traffic was backed up for 5km on either side of the Donkies River....Towns in the area have been left without electricity and hundreds of people are stranded, with many rescue operations under way""",1,0,3405,1,145,52,2896,820,0
,25490.96,,153,16/11/2008,,Heavy Rain,Ethiopia,,16/11/2008,11,"Wadi Shebelle, Southeast Ethiopia",500,5,20/11/2008,0,0.82945,43.0595,1,0,5.105356196,Heavy Rain,,"Nov. 20: ""The floods, which have occurred in an area beset by drought in recent months, follow heavy rains in both the Somali region and the highlands of the neighbouring Oromiya region. The rains caused the Wabi Shebelle, Genale, Woito and Omo rivers to break their banks""..Nov. 18: ""At least 52,000 people have abandoned their homes in Ethiopia's Somali region after the Wade Shabelle and Genale rivers burst their banks following heavy rains""...Nov. 17:""A river in Ethiopia's highlands burst its banks after heavy rains, killing 11 people and stranding hundreds more, the state news agency said on Monday...Flooding from the Wabe Shebelle river in southeast Ethiopia has submerged more than 100 villages...""Inhabitants in 116 villages in an area covering a 90km radius have been stranded on hillocks surrounded by the flood water""...""Efforts to rescue hundreds of marooned people have become impossible due to the extent of land covered by the flood.""",1,0,3404,1,144,52,2895,820,0
,75156.68,,152,06/11/2008,,Heavy Rain,USA,,06/11/2008,2,"Northwestern U.S., Washington State",0,7,12/11/2008,FF-2008-000227-ETH,47.0143,-122.774,1,0,5.897156886,Heavy Rain,,"Nov. 12: "" Because of the heavy rainfall, flood warnings are in effect for 25 mainstream rivers in western Washington. Many of these are expected to reach major flood stage today, with some possibly threatening record flood stages. Even after the bulk of the rain ends today, flooding will continue to be a threat as the volume of rainfall makes its way downstream.""...Nov 7.: ""AUBURN, Wash.  —  A car driven by a 16-year-old girl and carrying two younger children plunged into a rain-swollen river Friday morning, and authorities said that the teen managed to escape but that there was not much hope for the other two.Divers found the Volkswagen about 100 yards from where the distraught girl told authorities it went off a road into the Green River, authorities said. A tow truck and crew were brought in late morning to attempt to pull it out of the water, but recovery efforts were soon suspended.""",1,0,3403,1.5,143,52,2894,820,0
,37962.69,,151,10/11/2008,,Heavy Rain,Kenya,,10/11/2008,0,"Western Kenya, Nzoia River",28000,3,12/11/2008,0,0.048733,35.1248,1,0,5.232569492,Heavy Rain,,"Nov. 11: ""The United Nations humanitarian wing has dispatched an emergency team to western Kenya, where floods following heavy rainfall have forced more than 7,000 families out of their homes and submerged entire villages....The emergency team is working with its aid partners in the towns of Eldoret and Kisumu to assess the available relief stocks and is also supporting national and district authorities to set up an aid pipeline to ensure the relief response is coordinated....The flooding is worst in Budalangi district of Western province, near the border with Uganda, where the Nzoia River burst its banks yesterday after heavy rains upstream, breaching dykes and submerging villages. Budalangi is prone to flooding each year and over 28,000 families were affected by floods in 2007""",1,0,3402,1.5,142,52,2893,820,0
,111938.61,,150,03/11/2008,,Heavy Rain,Somalia,,03/11/2008,0,"Southwestern Geddo, Bardera",52000,2,04/11/2008,0,1.25298,43.4984,1,0,5.526101164,Heavy Rain,,"Nov. 4: ""Flash floods in south-western Gedo region have displaced hundreds of families and inundated hectares of farmland in and around Bardera, the regional capital....the floods followed heavy rains in the town and in the hilly areas around it...""We had 11 hours of very heavy rains on Monday [3 November]""... ""The floods displaced around 2,000 families [12,000 people] in and around Bardera and destroyed 500 hectares of farmland."" Nov. 9: ""Residents in Somalia's Luq town said thousands of people have been displaced by flash flooding in the southwest part of the country.....Saturday's floods followed after Jubba river has broken its banks in the town that destroyed large farmlands.....many of the displaced are living in makeshift shelters in elevated areas around the town..... water levels in Gedo region are rising, creating fears of more flooding."".",1,0,3401,1.5,141,52,2892,820,0
,74590.9,,149,27/10/2008,,Heavy Rain,Viet Nam,,27/10/2008,92,"Northern and Central Viet Nam, southwestern China (Yunan, Guangxi)",3000,8,03/11/2008,0,20.7403,106.323,1,1,6.076805830,Heavy Rain,,"Nov 4: ""On Tuesday, more rain fell in Hanoi, which has experienced its heaviest flooding since 1984, and the authorities reported 20 deaths in the capital and surrounding area from drowning, electric shock or lightning...""This natural disaster is characterized as the largest ever in Hanoi,"" Pham Quang Nghi, chief of the Hanoi branch of the ruling Communist Party, was quoted by state media as saying...In southwestern China's Yunnan province, mudslides caused by heavy rain killed at least 26 people, with 45 missing, Chinese state media reported. Mountain torrents triggered by heavy rain hit Guangxi to the east of Yunnan, killing eight""...Nov. 3: ""The death toll from nearly a week of flooding across northern and central Vietnam stood Monday at 54 and parts of the capital remained under water, but rains were easing and floodwaters receding in many areas.Hanoi alone recorded 18 deaths since heavy rains started lashing the city Friday, authorities said. Elsewhere, 34 deaths have been reported"". Also: ""The central province of Ha Tinh reported 17 deaths with the rest of the deaths spread among other provinces in northern and central Vietnam....About 500 to 800 millimetres of rain fell on Hanoi from Friday to Monday morning...Disaster centres warned residents living along the Red, Nhue, Duong and Cau rivers in Hanoi that they were in danger as water levels were predicted to rise through the day Monday....Around the country, more than 55,000 houses have been damaged, and 183,000 hectares of crops and 9,600 hectares of aquaculture ponds in northern and central Vietnam have been submerged.",1,0,3400,2,140,52,2891,820,0
,146720.71,,148,23/10/2008,,Torrential Rain,Morocco,,23/10/2008,28,0,1200,12,03/11/2008,0,33.7318,-4.77346,1,1,6.546702662,Torrential Rain,,"Nov. 3: ""Flash floods following torrential rains across Morocco have claimed the lives of at least 13 people, overwhelmed emergency services and forced factories and businesses to close. Eleven people were killed in the village of Driouch, 500km north of Rabat, when 20 homes collapsed in what local authorities described as the heaviest rains in the area for more than 20 years. Local officials confirmed on Friday that a two-year-old child was among the dead. Two more people were swept away by flood waters""...Oct 24.: ""Eleven people were killed in northeastern Morocco overnight after torrential rains caused heavy flooding, the interior ministry said Friday...The worst hit area was the commune of Driouch in Nador province where more than 20 homes collapsed and many others were submerged by floodwaters. The local authority in Nador said the rains were the heaviest witnessed in the area for more than 20 years...The deaths are due to heavy flooding in the wadi of Guerti which swept away 11 people, including a child of two,"" ...Another person was killed by the flooding in the city of Tangiers, to the west, according to the interior ministry, where rains cut off thousands of workers at an industrial zone until late Thursday night after the water level reached 1.5 metres (five feet). Serious material damage has also been caused by the floods in the northeastern city of Taza""",1,0,3399,2,139,51,2890,819,0
,133203.96,,147,23/10/2008,,Torrential Rain,Yemen,,23/10/2008,69,0,6800,2,24/10/2008,0,15.5457,49.7849,1,0,5.726577127,Torrential Rain,,"""At least 18 people died in Yemen when floods caused by heavy rains swept through the southeastern province of Hadramaut, which has been declared a disaster zone...According to first reports received by a crisis cell set up to coordinate rescue efforts, seven people perished in Al-Mukalla, capital of Hadramaut, and 11 more died elsewhere in the province, a cell member told AFP.The official, who requested anonymity, said the town of Shibam, listed by UNESCO as a world heritage site, was totally isolated by the waters and its famous historic buildings were threatened with collapse.Shibam ...is located some 450 kilometres northeast of Al-Mukalla. A local official earlier told AFP that dozens of people were reported missing in the floods caused by torrential rains that have lashed the region since Thursday. Witnesses said they saw bodies floating in streams swelled by a downpour that lasted for some 30 hours. A member of the crisis cell set up by authorities in Al-Mukalla also said that at least 340 houses have been destroyed in the localities of Tarim, Al-Kotn and Shibam, all in Hadramaut, which is located on the Arabian Sea....""On 24 and 25 October, storm and torrential rains caused severe flooding in the eastern part of Yemen, affecting most districts of the Hadramout and Al-Mahara governorates.The latest figures report that 69 people are killed or missing, 1,700 houses are destroyed or damaged, and infrastructure is also seriously damaged.""",1,0,3398,2,138,50,2889,818,0
,96385.8,,146,19/10/2008,15000000,Tropical Depression,Honduras,15000000,19/10/2008,110,0,320000,25,12/11/2008,0,15.8519,-89.2869,1,1,6.682983061,Tropical Depressions,,"Oct 22.: ""At least 12 people have died and 130,000 have been displaced by flooding and mudslides in Honduras as a stalled storm compounds the misery of a previous tropical depression"" Oct 20: ""Massive flooding in the western and central areas of Belize has cut off many villages and towns from the rest of the country, led to emergency evacuations, loss of crops and the closure of most schools and the University of Belize. Tropical depression 16 crossed over the Central American region last week bringing most rivers in Belize to flood state. And new rains which started last night have lead to heavy flooding at the western border between Belize and Guatemala leading authorities from both countries to close the border crossing"" Oct. 24: ""More rains have returned to Belize leading to widespread floods in the Western and Central areas of the country and accompanying damage to property, infrastructure and services....Access to the Western border of Belize with Guatemala at Benque Viejo del Carmen has been cut off again as the highway has been closed by authorities due to flooding....Flash floods have been reported in western Belize and flood waters are begining to affect villages and access roads in the Belize District...Portions of the Cayo District have been declared disaster areas by the government of Belize and losses in the agricultural sector have been estimated at $15 million. Rains and floods are expected to continue into the weekend"". Nov 11.: ""United Nations aid agencies are stepping up their relief efforts and appeals for funding in Honduras, where a persistent tropical storm has intensified in recent days and spread to new areas of the Central American country. At least 60 Hondurans have now died as a result of Tropical Storm Paloma, and the number of people affected by the flooding has risen this week by about 50,000 to nearly 320,000""",1,0,3397,2,137,50,2888,818,0
,39092.29,,145,19/10/2008,,Heavy Rain,Vietnam,,19/10/2008,22,Central Viet Nam,12000,2,20/10/2008,FL-2008-000191-Nic,14.8977,107.456,1,0,5.069212367,Heavy Rain,,"""Four people were injured and seven were reported missing Sunday after heavy rains and flooding struck central Vietnam...More than 20,000 homes were threatened by landslides in Thua Thien-Hue, Quang Nam, Quang Ngai and Quang Tri provinces and hundreds of dwellings had their roofs blown off in the storms...Torrential rains have submerged homes and roads in the provinces, which were inundated by 3-foot-high waves of floodwaters""...""At least seven people have died in flash floods triggered by heavy rains in central Vietnam....Thousands of houses have been submerged in the provinces of Thua Thien Hue, Quang Nam and Quang Ngai. A baby and two children are among the dead...Oct. 20: deaths were in Nghe An, Thua Thien-Hue, Quang Tri, Quang Nam and Quang Ngai provinces""",1,0,3396,1.5,136,49,2887,817,0
,39424.59,,144,10/10/2008,,Heavy Rain,Costa Rica,,10/10/2008,3,"Costa Rica, Guatemala, Nicaragua and the southern Mexican state of Chiapas",2100,25,03/11/2008,0,11.4788,-85.9579,1,1,6.169798453,Heavy Rain,,"Nov. 4: ""Weeks of rain have caused the deaths of nearly 50 people and left more than 20 missing in Honduras and killed dozens more in Costa Rica, Guatemala, Nicaragua and the southern Mexican state of Chiapas...Most of the victims were buried in landslides and drowned in rivers that overflowed their banks...In Honduras, 100,000 people were affected by flooding while the emergency services agency estimated damage to highways, bridges, crops and houses at 150 million dollars...In Nicaragua, tens of thousands of people have been evacuated to higher ground"". Oct 24: ""At least six people died in Costa Rica and another person died in Nicaragua as a result of heavy rains in recent days...The rain has also affected Honduras and caused property damage across Central America... 274 municipalities in the country suffered flooding, with 2,100 people forced to flee their homes for emergency shelters.Hardest-hit in Costa Rica were Parrita and Quepos on the central Pacific coast, and many municipalities in the northern province of Guanacaste reported flooding...The Costa Rican National Emergency Commission said that 287 homes and 20 bridges were damaged...last week in San Jose was the capital's wettest since 1944...In Nicaragua, at least one person died and more than 2,000 people had to be evacuated as a result of heavy rain...Heavy rains over the last 10 days in Nicaragua have caused serious flooding, overflowing rivers and damage to roads. Tegucigalpa, Honduras - Flooding from heavy rains killed at least three people and four others were reported missing as civil defence officials issued a red alert along the Ulua River basin stretching across northern Honduras"". Oct 18: "" Two people died in flooding of the Guayape River in the eastern department of Olancho, and one victim was reported in the capital, Tegucigalpa, after a collapsed wall buried a house... Two people were reported missing in Olancho and two others in the southern department of Choluteca bordering Nicaragua...Flooding also hit southern Nicaragua, where one person was killed"".",1,0,3395,1.5,135,49,2886,817,0
,45128.33,,143,14/10/2008,,Heavy Rain,Kenya,,14/10/2008,3,0,10000,3,16/10/2008,FL-2008-000191-CRI,4,41.9,1,0,5.131570517,Heavy Rain,,"""Three people are feared dead after floods swept across Mandera Town on Tuesday night, leaving at least 10,000 people homeless...more than 1,800 families were displaced when River Laga burst its banks...The arid North Eastern Province is prone to floods whenever it rains....Jamhuri and Bula Mpya villages are still submerged and many residents are marooned in the town""""at least three people were killed and 6,000 uprooted from their homes in the district of Mandera in north-east Kenya, when the River Daua burst its banks on 14 October""",1,0,3394,1,134,48,2885,816,0
,29937.67,,142,10/10/2008,,Heavy Rain,China,,10/10/2008,2,"Southern  China, Hainan Island",50000,7,16/10/2008,0,19.1585,109.819,1,0,5.497407296,Heavy Rain,,"""Floods triggered by torrential rainover the past four days have left two people dead, one missing and another injured and forced the evacuation of almost 50,000 residents in the southern China island province of Hainan....Floods also submerged 157 villages and inundated about 12,000 hectares of crops in the low-lying areas, said Yang Yunxian of the Hainan provincial flood-control headquarters...Downpours have pounded most parts of the island since Saturday, making several major rivers swell and 425 reservoirs overflow. The rainfall reached 485.8 mm in some areas.""",1,0,3393,1.5,133,48,2884,816,0
,11139.97,,141,01/10/2008,,Heavy Rain,Rwanda,,01/10/2008,0,0,2000,6,06/10/2008,0,-1.71681,29.8894,1,0,4.825035272,Heavy Rain,,"FL-2008-000182-RWAFlood,Rwanda: Torrential rains have caused extensive flooding, destroying homes and crops in Rwanda's western and northern regions..Oct 6.:""The situation is pathetic; we are trying to secure relief aid for the affected people,"" Penelope Kantarama, governor of Western Province, said on 3 October. The rains submerged more than 500 homes, destroyed about 2,000 hectares of crops and washed away bridges, roads and pylons, as well as schools.""",1,0,3392,1,132,48,2883,816,0
,13945.83,,140,01/10/2008,,Heavy Rain,Nicaragua,,01/10/2008,9,Pacific Coast,3000,6,06/10/2008,FL-2008-000182-RWA,12.0606,-86.3712,1,0,5.223625613,Heavy Rain,,"""Authorities in Nicaragua have declared a state of alert along the country's Pacific coast after heavy rain left at least nine people dead and four missing. Days of torrential rains have caused overflowing rivers and landslides, destroying 22 homes, and displacing more than 3,000 people. Civil defence authorities say the deaths were a result of reckless river crossings.They also report that landslides have destroyed many coffee, banana and fruit plantations.In the town of Malacatoya, some 30 kilometres south of the capital Managua, local television images on Friday showed residents getting onto a truck to be taken to shelters""",1,0,3391,2,131,48,2882,816,0
